qid	docid	GPT-4o	Mistral-Small-Instruct-2409-Q6	Qwen2.5-14B-Instruct-Q8	Meta-Llama-3.1-8B-Instruct-Q8	Gemma-2-9B-it-Q8	Human	LLM_Majority	type
73	138gbx6PEJ3wyrdN0261GN_1380	2	2	2	2	2	2	2	topical
104	3EEJUpCA4c6OaLlF7RZWZD_4560	0	0	0	0	0	0	0	known-item
101	0RXwYCGfif6ji3yVznSQ4k_300	0	0	0	0	0	0	0	known-item
104	2RRD6pBFvP7fskHoXUI4HI_1980	0	0	0	0	0	0	0	known-item
84	4n3AvTwzxhtvvbjHjp4Yub_2100	1	2	2	2	2	0	2	topical
87	4UgLkFzUzWcTK0clJXnZGP_3780	0	1	0	0	1	0	0	topical
63	6jwmFBqxQFlbQT28QL7vkf_1560	0	0	0	0	0	0	0	topical
78	5A7jdjatNXdFYwSfcU2QHt_3180	1	2	2	2	2	0	2	topical
107	2q9FP3xoX0bpIkWhSLe33p_240	2	2	2	2	3	1	2	known-item
70	2msdkj31DyhrKC5k3XbUDm_1140	3	2	3	2	2	1	2	topical
99	46o2oK1JY49XKQ4OszXhOk_3060	0	0	0	0	0	0	0	known-item
82	57dIdvGN2VdzlXhIMREKRO_1920	0	0	0	0	0	0	0	topical
106	3LWEVRWNlwqPBDzYRPfAcf_1260	1	0	2	0	2	0	0	known-item
68	51MOLAT6qf85wzUTWX0F16_720	0	0	0	0	0	0	0	topical
60	6SMjOyeQ6fGL78Y40gtJgH_3180	1	1	1	2	1	0	1	topical
89	3tZK7af1yVAz6qt6SgbYsN_540	0	0	0	0	0	3	0	topical
104	3PbjXRQVg4Qfok9Q0ITTa8_540	0	0	0	0	0	0	0	known-item
72	0pPnaUh3jKNeg82ZBCysWX_60	1	0	0	0	0	0	0	topical
100	4szONjx6bFbbOnimSGN7FR_120	0	0	1	3	1	0	0	known-item
85	3OBHWHRK3TgF5JW21JhWpw_0	3	3	3	3	3	1	3	topical
61	3ZpMKqsT2AgxiBwq6XzoSY_60	3	3	3	3	3	1	3	topical
91	4wx03R9L6rIunZJMKT1TZ7_300	1	1	1	3	1	0	1	topical
73	383pBrIPomoUkaX0gLZpL2_660	1	0	1	0	1	0	1	topical
99	0o3KKXtPIasgQu6cXNfaBb_4380	0	0	0	0	0	0	0	known-item
84	3Ulq2WojuMk2SiY78ckUWW_300	0	0	1	0	0	0	0	topical
62	1leommhFwEIhojcG1SKruX_1140	3	3	3	3	3	3	3	topical
66	7FM8GG0jLTWNVGHPTfjLfD_480	1	0	2	0	1	0	0	topical
83	3w23FzRkDGqoXMOII4qU40_0	0	1	2	0	1	0	0	topical
95	1yqmye2vMAlQB3I0UwFMp7_1080	0	0	0	0	1	0	0	topical
93	6HWQZtIZB9264ZVzvj2LGW_600	1	2	2	3	2	0	2	topical
86	7zJfZNG37UBMhYWqBjxQla_1020	0	2	2	3	1	0	2	topical
71	1cM0bUhLClUiwf2I2XJoWK_180	1	1	1	0	2	0	1	topical
88	0X1iaUVLeqVnQKGaRlBBbl_1380	0	0	0	0	0	0	0	topical
78	1o3tLoPvWZX1RbfkYQoxuA_60	2	2	2	2	2	1	2	topical
84	05aBtg0a086fHDplza4ZKH_600	0	1	1	3	1	3	1	topical
102	0UD8kadDEgnihZHYY6E43Z_4140	1	1	1	0	2	0	1	known-item
89	7ERWlhWwPsgMMjQWBL5gs8_3480	0	0	0	0	0	0	0	topical
81	5mo3Oq2IrDKBpNBlcl6xiN_1260	2	2	1	0	3	0	2	topical
91	3pM0vaWJE6lpNB5yIS5cOs_1500	0	0	1	1	0	0	0	topical
103	3RUqxUriSvQgnLzFOZpCNK_0	0	0	0	0	0	0	0	known-item
107	2841i3iOMjPp06qRfOsoVu_1620	1	0	1	2	0	0	1	known-item
64	5w9urpar8ayGjs0SJLD5Le_120	0	0	0	0	1	0	0	topical
92	4Q6wraub3xueRDMknDhxAL_1620	0	1	1	2	1	0	1	topical
84	3Vg6gCCYx16cCKHfwN1Apk_480	2	1	2	2	2	0	2	topical
99	1O0T5yS3sQrYeq52E0FvMX_1680	0	0	0	0	0	0	0	known-item
80	0fdJ53OTwWmovSGXy65vdu_1440	0	0	0	2	0	0	0	topical
69	3YfudL42kwkMoXYnJ798Xu_1320	0	0	0	0	1	0	0	topical
75	1ZLeEHywBBfa3JQJvGy6pw_0	0	0	2	3	2	0	0	topical
93	0MLelUJiUf2eH6l352hp4E_1380	2	1	2	0	1	2	2	topical
71	3OhTxFZonlo9NYSQS4tevT_120	2	0	2	2	2	0	2	topical
99	6x9reY3jhiKd4GY6Zlw7SY_2880	0	0	0	0	0	0	0	known-item
80	13MSKujG7rWTtHdiM7C9ND_240	1	1	1	1	1	0	1	topical
95	70Wby14guSkkGLp56QKAsL_4140	3	3	2	3	1	0	3	topical
67	03FlHBazZAuU4sGiSkYASs_2640	1	2	2	2	1	2	2	topical
68	0PmRXhhR1w05hXmWOpOEG8_360	1	0	2	0	1	0	0	topical
86	5jD0Gk83NfS6ZWdZTBjQqc_1200	1	0	1	1	1	0	1	topical
106	4oWl4I5wr0FozieHwBdG5t_1440	1	0	1	0	0	2	0	known-item
81	4ApnVIFDUSJSO6JJaI6bv8_120	1	0	1	0	1	0	1	topical
72	2HDJ72ekwewuqnAGeOV6mM_780	3	3	1	2	2	0	3	topical
104	2v9CEoXlq19zoHxwTsMmr4_0	0	0	0	0	0	0	0	known-item
89	6PyMgsstXw8WZdAeyQkaJC_120	0	1	1	0	1	0	1	topical
78	1fSmz2zOtWfB725xEBVTLt_2100	1	1	1	0	1	0	1	topical
104	00wvyRwnXRIVbazPIos8Zd_0	0	0	0	0	0	0	0	known-item
72	1XvfbOpsUBDk4jS4nnvEIC_3180	2	2	2	2	2	0	2	topical
68	7h4a74WEs1ShShtmzCQSC1_660	1	0	1	2	1	0	1	topical
93	6fEbCy8cFiPFWaMhSVRrNj_540	2	2	3	0	1	0	2	topical
82	0jrb8elAxW6MxknP2nUkku_780	0	1	1	0	1	0	1	topical
60	6iOPz5FHdxbnALWtWSUqHS_420	0	0	0	0	1	0	0	topical
65	3TSJSmzxqzgXlPHlWESPbD_2220	1	2	2	3	2	0	2	topical
95	1dWGGTDtUNhtTsyjs5Wmy4_60	0	0	1	0	1	0	0	topical
89	3ynOH2tLglogZFGi6vNIgZ_3120	2	2	2	3	2	0	2	topical
73	5YysEEP7W7t8kqNOxWwC0c_3060	0	0	1	0	1	0	0	topical
75	4FlQxGnyex90Epcwt2x4lg_1080	2	2	3	3	3	0	3	topical
94	2ylvpvzQDO6tYdJjF8UZyy_960	2	2	2	3	3	0	2	topical
90	1NDVgyhIT4M9w62zJJDbga_1980	2	3	3	3	2	0	3	topical
89	2NHRijQ4uUy1XKgdhrvzSr_420	3	3	2	3	2	0	3	topical
71	0tcI5VYGGoZpDalyrl3u4H_1800	2	2	2	3	2	3	2	topical
106	02KUrJYmgBJL9UvmP2HiXw_1500	3	3	3	3	3	3	3	known-item
75	5EOvQoG5B6k2k5c1fCAgpP_0	0	0	2	1	3	0	0	topical
65	7rlxAAncbbWnWwciWl2HXC_2940	1	1	2	3	2	0	1	topical
72	46E2o8mbxbtRjapxGrVs6S_0	2	2	2	0	1	0	2	topical
96	6l9bEReU2CJQ7G6JIFj7h3_600	0	0	1	0	0	0	0	topical
101	6ZeRuflZVfub2MTRhyW32V_600	2	2	2	2	1	0	2	known-item
83	4tcLn3fuy8oxiAs8RggKpw_0	0	0	1	2	2	0	0	topical
104	3fJQTKtXETikO1BIiWQl5Z_3180	0	0	0	0	0	0	0	known-item
73	3TcEZZrDsYxYvUUxwMJDN1_360	1	0	1	0	1	0	1	topical
87	5VhaAEtTrKQ1NSneHsXK6C_960	0	1	1	0	0	0	0	topical
74	21TFMd9ZqIWLRStMRFzwkW_60	1	1	2	3	3	2	1	topical
101	4o30Eet9hhgWKUBxRWS7uF_1440	2	2	2	2	2	1	2	known-item
97	3hciXbPuy0pp3n4a3poS1c_1080	3	3	3	3	3	0	3	topical
96	0AFMuequZW8hteGhL1yj8P_840	0	0	0	0	0	0	0	topical
78	0i5n9TRPgi36RfcqSmVWZ1_3360	0	0	0	0	0	0	0	topical
91	4mlp9WTDviJPSHrn2BhYax_0	0	0	0	0	0	0	0	topical
89	4u0s4cKULY4iMZIRkE730C_1140	3	3	2	3	3	0	3	topical
71	1lDYZ7DJjcDoFnyKF4BLYY_2040	1	2	2	0	2	0	2	topical
74	6loyB27rpF4pnallrDNumG_2220	1	2	2	1	2	0	2	topical
82	5g0LUnL65amMN5fLzPc8Za_3300	2	2	2	2	2	0	2	topical
93	3YrRHNM6uZ8lKmQsG2JR6I_1920	2	2	2	0	2	2	2	topical
107	1vLrw3cVjvzxvCUZUdbHxN_540	1	0	1	0	1	0	1	known-item
59	1ALUjd8yNdPv4dzhJsUmsA_1440	0	0	0	0	0	0	0	topical
59	4wCLtzKjNfWjRSQbswmy1Z_0	1	0	1	0	1	0	1	topical
99	4ETKYFLWtBbENgsTVmWMpZ_1680	0	0	0	0	0	0	0	known-item
88	41x8Qb3OufyQLo6SuEZoQk_240	3	3	3	3	3	1	3	topical
100	17fFUEVcy7nTbe8FFNgK3l_960	0	0	0	0	1	0	0	known-item
77	0CItYzD7XEYSiVATDQINbs_1260	0	0	1	0	1	0	0	topical
70	0QS957qGUEDtQKpEyhCN1B_180	0	0	0	0	0	0	0	topical
71	7hCoFvtIYpaHGdK3mYk50x_2040	1	2	2	2	1	1	2	topical
94	688XnGCbzY631StDOEulmQ_360	0	1	1	1	1	0	1	topical
97	1XD8lamBtK18BJqzNIYMfd_2880	1	2	2	0	2	0	2	topical
96	1pcHBiKnTcu0A3eq5jJ8be_540	0	1	1	0	0	0	0	topical
74	1NUM2fvYKN2hjtUhYPAFd4_300	0	1	1	2	1	0	1	topical
95	329wckPSxy5XfvynjJkuMB_2160	0	0	1	0	0	0	0	topical
108	0lfPR0EjVOC5vExFUyJAvK_1320	1	0	0	0	1	0	0	known-item
62	4pvIAsFTk0CvV6ueC8oDzV_2880	3	3	3	3	3	0	3	topical
89	68ttK4XagMi495TRFSuS67_240	0	0	0	0	0	0	0	topical
78	3RGr9reElZMloCWtmmkBSS_3480	1	2	2	3	2	1	2	topical
90	4rv3nEttfMpQTbAdiMF0jg_3060	2	3	2	3	2	0	2	topical
59	2ZmCkY8oTSgADSBaeh65kK_720	0	0	0	0	0	0	0	topical
86	7pPmHYmspPw4tdn2yRQgVR_1080	0	0	0	0	1	0	0	topical
70	7gyIMMdzzrEFdR4tznkhNg_1440	1	1	2	1	2	0	1	topical
100	5rtm2fbnexgkm9ghNHLT06_1140	1	0	2	3	2	0	2	known-item
84	4agQ5dvAN94m0mkGJXxrWf_540	0	1	0	0	1	0	0	topical
59	1Y0NTe43OY41t1OHXwqBUg_0	0	1	0	1	0	0	0	topical
90	29ziTIQASgdx1KOKYKqcWb_60	2	3	3	3	3	0	3	topical
93	3wRfr5whbyYqMUVvr8q1KI_240	0	0	1	3	1	0	0	topical
78	1SM3EZ6on6IBIxFe6jjJUo_2220	2	1	2	2	2	0	2	topical
77	65zMnLl54JZDSWenDsesRw_2100	1	1	2	0	1	0	1	topical
75	6mSf3JptBrlqkWnQ6atca2_600	2	2	3	3	2	0	2	topical
70	6qHHqvkyjaEmg5vA8C2ZgG_480	0	0	0	0	0	0	0	topical
68	1PdXEaPmk4WdugYwwmXFYH_3360	0	0	0	0	0	0	0	topical
65	1XCxdX6kUKi07K2GHsamBS_4320	0	0	0	0	0	0	0	topical
91	5i4X6SKrVCKDsE5XnV6FGr_1500	0	0	1	0	0	0	0	topical
61	2XXSeW11lyVHyMqBvjDpAw_1500	0	0	0	0	0	0	0	topical
81	0eD51szpSSQi0DUdRCKRRK_2100	0	0	0	0	0	0	0	topical
67	28YgnzEOLKZKLCyZqddVrF_1080	0	0	0	0	0	0	0	topical
90	7rD14b3tHd0uhsB9QYukV0_3480	0	0	0	0	0	0	0	topical
90	7C533ISdizq0tfWXBkeY8n_660	3	3	3	3	3	2	3	topical
80	5pzXhmd6m81nEnO3eU9Z2L_600	2	2	2	2	1	0	2	topical
66	6Qkirz1fn6pPQJDPEJrXAO_1200	1	0	1	0	2	0	1	topical
59	2WKNF1tTiBCqSHKF2Ji3So_2580	0	0	0	1	1	0	0	topical
94	5bZBHN8nFqPs9sK21j7Hhl_300	2	2	2	2	2	0	2	topical
105	6Us7IMzLOba4ac1SzrkaPy_1920	1	1	1	3	2	0	1	known-item
96	1KbF77JVInQk8PDqQA8X6T_60	1	1	1	1	1	0	1	topical
96	7N0HBK9ToqTSmacgq3mbsF_360	2	1	2	2	2	0	2	topical
104	5zLteDdYT65NiFlV9sHC1i_4080	0	0	1	0	0	0	0	known-item
95	4fjdov3emfYGlmjTEvTKz4_0	0	0	0	0	0	0	0	topical
93	6EhwanFB4CHG4q8jDXpPe7_420	1	0	2	0	1	0	0	topical
102	2oCEQlFn6jmOvZggloZDVU_240	0	0	0	0	1	0	0	known-item
89	3WT9riDTOg2EHXiGZ9Bn8c_1800	0	0	0	0	0	0	0	topical
81	4fCXBJTlSIDJV8arOYAHEf_600	3	3	3	3	2	0	3	topical
100	5mwq5j4VTLnxyT0w1A4x0H_1740	1	2	2	2	2	0	2	known-item
79	3YBtzWav8ogT1ua9iCg9Kq_1560	1	1	2	0	1	1	1	topical
91	7ydCqdQ337IMfDrusf2r3w_780	0	0	0	0	0	0	0	topical
84	3ZZ88wWd02NmfdkN73l3pZ_1620	1	2	1	2	1	0	1	topical
63	41IwyOTwddz3a2R9Tzh544_3060	2	1	2	1	2	2	2	topical
63	4PJwAoyCe72wV1aSZgU2rG_3300	0	0	0	0	0	0	0	topical
64	1b3GyDy9ripiRE5znH571g_300	0	0	0	0	0	0	0	topical
87	1HkwlAqk52jBftvUlLfREx_180	2	3	2	3	3	3	3	topical
67	10Zpx5XgCUqc3ujlXB9cPI_3000	0	0	0	0	0	0	0	topical
67	46cvn6Zna2x4yp5AbGz0vs_2160	0	0	0	0	0	0	0	topical
103	0HmOccEVmRxKbzaLwnZuzm_420	3	1	2	3	3	0	3	known-item
76	7m32UYUo8v5XTfKd6ElYgF_300	0	0	0	0	0	0	0	topical
66	4VtdFjy19fqTgc6VEsNWXJ_960	0	0	0	0	0	0	0	topical
93	1ZPkdRgiCQXGJzAD2C2Mlt_660	3	1	2	3	1	0	3	topical
61	78WGgplyWdVX6ibqw0MvB8_1920	1	0	2	2	1	0	2	topical
70	0EiUu4Clwk1TkKsoXvH7lZ_300	3	2	2	3	2	0	2	topical
79	4ruS1wliZvPQDBQXX2Qm0B_1560	0	0	0	0	0	0	0	topical
97	520v6ZHmpAHeLt8oUdpXK5_960	3	3	3	3	3	0	3	topical
80	75HBynuT1Mfga5GNADIgag_540	3	1	2	3	2	0	3	topical
93	3v3HAk4jgYJT5uwVXTWNtF_540	3	2	2	1	2	1	2	topical
77	0fgIoskwUT1NwPGywglrxx_2700	0	1	2	0	0	0	0	topical
67	27ezrTU7LXBFqCXQlUNpkZ_720	0	0	0	1	0	0	0	topical
83	60uS12qHkgOlHssz6kYydD_1500	3	2	3	3	2	1	3	topical
64	3DtDTPIPFdrBi2njWPIC7E_600	0	0	1	0	0	0	0	topical
86	1t3VEiw4r7eoBWrBTiZwG5_1320	0	0	1	0	1	0	0	topical
99	44Y6WgekKs3kekaYHjygIM_540	0	0	0	0	0	0	0	known-item
76	4xxz0jhQVsTfvoEqR1k3c7_960	0	0	0	0	0	0	0	topical
86	2X1LeMfRHv5fSehQ5eomeG_1680	0	0	0	0	1	0	0	topical
83	1YOAtffXKPxK1ahlSnAU8u_60	3	3	3	3	2	1	3	topical
94	2uy7z2w4KwnWThRtPBV3V5_480	2	2	2	3	2	1	2	topical
68	3gEI6goPcBPYXGDqFuJkCx_2580	0	0	0	0	1	0	0	topical
76	5TLPGuHINyUBL98AuTauiR_1020	0	0	1	0	0	0	0	topical
68	6krQS7epAlkZKnsFmfAw3q_2880	2	1	2	3	2	0	2	topical
103	0HmOccEVmRxKbzaLwnZuzm_1080	3	1	2	0	3	2	3	known-item
63	70tI1sZsjBJkQlAnlhzcyI_420	0	0	0	0	0	0	0	topical
99	5dlbK8SIXXV8iRpyk2ylQe_360	0	0	0	0	0	2	0	known-item
81	1A17udZ7xFebL2evF2v7iQ_180	3	1	1	2	2	0	1	topical
77	7cJoriHxtF8Qc4JgWmJSOw_2340	2	2	2	2	1	1	2	topical
94	2Rp54c777okp42VCFQqi3Z_600	1	1	2	0	2	0	1	topical
91	3amq9FA4tFZxXO4654OmFE_900	0	0	1	0	0	0	0	topical
100	65MaQkZlpOzxLFBUNJd4YB_720	0	0	2	0	0	0	0	known-item
80	2dV2t2h1E9DoFQFWZU7CK5_3120	3	3	3	3	2	0	3	topical
85	6VOrcnWzGzDtfjQ4k2c9mj_660	3	3	3	3	3	0	3	topical
61	0ZHwpbGh6jF5if3ZoRw1Im_4380	0	0	0	0	0	0	0	topical
106	3LWEVRWNlwqPBDzYRPfAcf_1740	1	1	2	0	2	0	1	known-item
75	4Rnh5knpOHZ69RhImv9RC9_1140	0	0	1	0	1	0	0	topical
70	0wq6Up6LFdfiF48TAsf7qd_1620	0	0	1	0	0	0	0	topical
99	3V5h4lqpTDyocEtqx4iG7P_6420	0	0	0	0	0	0	0	known-item
93	6fEbCy8cFiPFWaMhSVRrNj_60	2	1	2	2	2	0	2	topical
103	0fCkzpvdOZGIaT03rguHEA_0	0	0	0	0	2	0	0	known-item
60	3F93oOlqr8snr9hvm1E412_0	1	1	1	1	1	0	1	topical
72	3v6uBZNnZLbQv9WebdKmDH_3480	2	1	2	0	1	0	2	topical
84	7tSxHXasBMqC0HckdleC1p_240	1	1	2	2	1	0	1	topical
60	0JEDE0pJY88OTBC56QxDD1_1200	1	0	1	2	1	0	1	topical
94	3aFO1vIQeAjbJex0WIjV2I_0	0	0	0	0	0	0	0	topical
72	7JgM14dA18X26drm7bQ1bM_240	0	0	1	0	0	0	0	topical
78	3FsAV50oJ4HO0STns6Jnsi_780	1	2	2	1	1	0	1	topical
85	3asDbQtSArntCHKqhsXoSo_0	2	3	2	3	3	0	3	topical
62	3ZhtEa8EI4zTxrdnB67TPt_3180	1	1	2	0	1	0	1	topical
66	3ZC3F0pd1GpkPt6qVdBWqX_1080	0	0	0	0	1	0	0	topical
83	5f6PrGtv9bL4wuvHEzzzM6_60	2	2	2	3	2	0	2	topical
78	5A7jdjatNXdFYwSfcU2QHt_2340	1	1	2	0	1	0	1	topical
105	6Us7IMzLOba4ac1SzrkaPy_480	1	1	2	3	2	0	1	known-item
98	5OOj8mjkrrepNAgDOPUh8F_780	0	0	1	0	0	0	0	topical
95	5q3MXl6jjtuX2pPJf5Vnep_2160	0	0	1	0	1	0	0	topical
91	5kKubMkJnaeXgquyOiHlyB_1620	0	0	1	1	1	0	1	topical
76	3CY29ZlunEl7NkelOsGqEA_1320	1	0	0	0	1	0	0	topical
70	1NvNfo36ju8kgh6GKnFEVD_180	1	1	1	1	1	0	1	topical
59	1yZkPNQccTs38tD8Agxkwx_0	0	0	0	0	0	0	0	topical
102	2D2Qke7vQIJhAvhQXNXOfB_1080	0	0	1	0	2	2	0	known-item
88	59UMQGPj1PkyGsEQtr1VNA_300	1	1	2	0	2	0	1	topical
107	6WI9cypACJK5stR9kpAid8_1620	1	2	2	2	1	0	2	known-item
92	3Pr1KfzjimSqU8nT8LMTUY_3300	0	0	0	1	1	0	0	topical
79	4sgRKLx3fEEEa6AgWRgLM9_1560	0	0	1	0	1	0	0	topical
66	18t5za2FoZViySP0SEqI2m_360	1	2	2	2	2	0	2	topical
86	53q6E2tjf3P6e03CUTy8Xl_960	0	0	0	0	0	0	0	topical
72	4N7q4eFjC7UZKCyRJlksh4_300	1	1	0	1	1	0	1	topical
93	71SrIiEdmLQtD7YrpxJU0T_2400	0	0	1	0	0	0	0	topical
59	3KwuiQ8H4W2ZODCEDGIMSD_660	0	0	0	0	0	0	0	topical
98	779OZEC0vgfyVHSHapo6LE_600	1	2	2	3	1	0	2	topical
90	0NavTnQdC1jsuxV3UTtzPm_3900	2	2	2	0	2	0	2	topical
85	7KbROQoepzgSpkJacT6FlF_240	3	3	2	2	2	0	2	topical
104	2zZabxIryUryJP9dKqmtM0_120	2	0	1	0	0	0	0	known-item
69	1sPfqKYVNK3TpUHidAXWep_60	0	0	0	0	0	0	0	topical
87	3nf4HWkLRnusIg1HZuyzro_60	1	0	1	0	1	0	1	topical
82	5ZQEuXymD5zqbZjaOtBxJE_780	1	0	1	3	1	0	1	topical
104	1U3rTS8370TzF9Ir9uHkNE_600	0	0	0	0	0	0	0	known-item
82	4AqqDgN4vpRLEFFsviuqoc_2640	0	0	0	0	1	0	0	topical
89	4Lo5Yfjc482rXrBJtR30oC_1800	0	0	0	0	0	0	0	topical
83	50mYLrg14oOsTCGlj1ldCe_0	0	0	1	1	2	0	0	topical
100	3NPy16DgmKoJFr69ZWnFqL_360	0	0	0	0	0	0	0	known-item
100	6lqLSiWqMCiJ9U57aESwuJ_0	0	1	1	0	1	0	1	known-item
96	7rh093MqHVrFC98wLen3U8_3000	0	0	0	0	0	0	0	topical
88	08TpMm3ZszJ6vuJzuEp2Nt_1980	0	0	0	0	0	0	0	topical
98	5p0qLIzSYRVb3PPmQZeU7x_660	1	2	2	3	1	2	2	topical
64	4x73mj3ge5GMZX0EzHkgsa_2760	0	0	2	0	1	0	0	topical
89	6R5ugE4MwVzgGHzVZF8c67_60	1	1	1	0	1	0	1	topical
97	5QlDV0YkKF6Hrd21x31Y0e_960	2	1	2	3	2	0	2	topical
94	4gV9O7JLGVySzFhPdwH0xw_1680	2	2	2	2	2	1	2	topical
85	4qcIZ3Rt3ZiAj5pgKyOKQK_2580	1	1	2	0	2	0	1	topical
104	3t9CVmzMasKcsfknyETqnC_4740	0	1	1	0	2	1	1	known-item
99	5qPz6Wtpcl8BTQR17fwfbS_840	0	0	0	0	0	0	0	known-item
83	7DbAiLkIxaMzccISdu9Ogh_0	2	3	3	3	3	1	3	topical
61	2iGoYw2nC8KZPwnmpARh5A_60	0	0	1	0	1	0	0	topical
92	6KRMl7mUDl32NDYa0QVvco_780	0	0	0	0	0	0	0	topical
83	1In6e2pQxVyJYW929xiKkO_0	0	0	1	2	2	0	0	topical
101	3eGp512Lal20qoD8zzoD0M_840	0	0	0	2	0	0	0	known-item
91	1aC1bI13qrNkZBMEs3zZt4_1500	0	0	0	0	0	0	0	topical
86	1ABTcUYVjAuld2GfN0z96k_1200	1	1	1	3	1	0	1	topical
60	4dNIL8pjCwbbTmS5rTrhnK_480	2	2	2	3	2	1	2	topical
69	4LKjTE3KYeNwV26bDk8BWq_2100	1	1	2	0	1	0	1	topical
94	2JQvMaCC5ZpMofWUrmI4Gr_2700	2	1	1	2	2	1	2	topical
85	23RVi8dnetes6MkVp86W2F_1740	1	2	2	2	2	0	2	topical
75	6pwdriiYGEPYonSffjuo7u_0	0	2	2	3	3	0	2	topical
101	2LeMfAvZW9PIE5rGFZLZrq_1260	0	1	0	0	0	0	0	known-item
100	1gswcCAYSFUV17c9S8nGDJ_1320	0	0	0	0	0	0	0	known-item
78	7qeRFFAHKckRYO3JAO0VZa_60	1	1	1	2	1	0	1	topical
76	3KeX2Nzw5Mmnr1jUhOhcAC_2280	0	0	0	0	0	0	0	topical
68	6zm9Dx5AMMJHhQZzWbfJCI_2760	0	1	2	0	1	0	0	topical
95	1KSEvGvZQLCgZXJOjruT21_1020	3	3	3	0	1	3	3	topical
97	7A3WV7RC1TLKVBJ0660ZD3_60	0	0	0	0	1	0	0	topical
86	5D6LpfHfWFkca3BamapetB_1500	1	2	2	2	2	0	2	topical
65	0N75v3F5m3JOuKxolCs70X_240	0	2	1	3	1	0	1	topical
67	4hT70vkWE0Fp8ZgyHoL49F_300	0	0	0	0	0	0	0	topical
81	4fQaAoB9Dao8Aq2kSyuSEy_120	1	1	1	0	2	0	1	topical
67	0o6M6B9A6GVuvicBqo2ws6_3060	0	1	0	1	0	0	0	topical
97	4Sjpq7ajZo2PCdCVB7Y9Q4_360	2	3	1	3	2	0	3	topical
101	1ErtzeLEgLLz8eHReUDiPp_420	0	0	1	0	0	0	0	known-item
60	2enTK5BziRCdpLbuFZFkLg_1020	0	0	0	2	1	0	0	topical
85	4yAtrQ8hh4Mha2nwhWF4fb_3480	1	1	2	0	2	0	1	topical
59	0sk8q1v3kTbPnb6n3PnHlU_2580	0	0	0	0	1	0	0	topical
66	3EGYE0Gn71mBndqcXqstxr_3780	1	3	2	2	2	0	2	topical
104	3wztbRalofsYepiYQb27TP_2880	0	2	2	0	2	0	2	known-item
79	6zOlnydl0aUnKkJjDU78DF_1080	0	1	1	0	1	0	1	topical
84	10wAwW8pzlWLBcYzctTmAX_660	1	2	2	2	1	1	2	topical
75	1CXm9jtnOQ8nSjbp9vBYSN_0	0	0	2	2	2	0	2	topical
73	0htxvHCfwm5t1m3npXNke9_420	3	3	3	3	2	1	3	topical
93	4VsIrCQPxnzCLluAAwHYpd_0	3	2	2	0	1	0	2	topical
86	5JrfRw8ow6fr5Oyx6EngHY_1020	1	2	1	1	1	0	1	topical
68	4S6KkEHSkhi6Na8WYTX3kS_1680	1	0	1	2	1	0	1	topical
105	1VNGYPvPqkB2mHR0xe46SZ_180	1	1	2	0	3	0	1	known-item
83	0tvyDlv0RmxD7g8Q3Ycx1w_0	0	0	1	3	2	0	0	topical
93	0SVPDeF0EcX2145elzfGrX_2460	2	2	2	1	1	0	2	topical
104	0niWkV6leiYQcMaB6NdIg5_5040	0	0	0	0	0	0	0	known-item
69	1MwUrKOyON5OHK2yfCjieO_2160	1	2	2	1	1	1	1	topical
86	2XYsnVwPqp0TDMxBdWOsnY_60	1	2	2	3	3	0	2	topical
64	3bl93c9ClgmsWpXVOxoG00_1920	0	0	0	0	0	0	0	topical
79	4nMVfR0gkasUo3V73aBJKK_2700	0	0	0	0	0	0	0	topical
83	7J9HTzj8LCE3xwfHCCy5KV_2460	0	1	2	0	2	0	0	topical
79	5BbrteVCzHoduODAAWh8DG_4080	0	0	0	0	0	0	0	topical
79	64Rns5VOMDR7PzdShmQHhx_780	1	3	3	3	1	0	3	topical
94	3Rez5x1RF5a0JwvMQH4Mdv_4200	1	2	1	0	1	0	1	topical
86	5zvoEmYYpkw3XS1IQusqnR_300	0	0	0	0	0	0	0	topical
60	7GMXz8xu78NHslFzvzYQ2U_2760	2	0	1	2	2	0	2	topical
99	0u49tGpAAug4wLOfPmD5J5_0	0	0	0	0	1	0	0	known-item
74	4nib6mr1YaRR5LYI12CIFP_1140	0	0	0	0	0	0	0	topical
102	4kg4I67eppQXtc3jD6pqUz_1740	3	3	3	3	3	3	3	known-item
65	6Yxri0pp5D9AHpDY0YWOAF_1920	2	2	2	3	3	1	2	topical
69	6ZtQf7cJn9JO8euEt9bzrR_960	0	0	0	0	0	0	0	topical
98	0oqSD8uqrWDKQ4gyOnMoOa_1200	2	3	2	0	2	3	2	topical
59	3touboUOGIdNulgq3c9Xw0_0	1	1	0	2	0	0	1	topical
98	38Bvag2GtKLPdaZDnqBGQd_3660	3	3	3	3	3	0	3	topical
68	0ND7b1EsIdsr502VMH5QYM_1680	1	1	1	3	2	0	1	topical
104	0uTyVZBIwKPaK01CytisB7_1200	0	0	1	3	0	1	0	known-item
71	4HtLk1kqvs3StHOW4QuRHE_1620	3	3	3	3	3	3	3	topical
65	3TSJSmzxqzgXlPHlWESPbD_960	0	1	1	3	1	0	1	topical
91	3pM0vaWJE6lpNB5yIS5cOs_1080	3	2	3	3	1	0	3	topical
76	1f9Ltj41epjll3rgz7WcuO_180	1	0	1	0	1	0	1	topical
96	1w8929Wv2R5cbjKaaGMMej_1140	0	0	1	0	1	0	0	topical
